time,wheel_odom_x,wheel_odom_y,odom_filter_x,odom_filter_y,true_x,true_y
-2.9613e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.199976486,0.0,0.0,0.0,0.0,0.020000000000000004,0.0
0.399985447,0.014798198756326014,-1.064529353699576e-05,0.006859936501883156,0.0,0.04000000000000001,0.0
0.59989202,0.035748904371947436,-0.00021927477440964198,0.02314743633552975,1.1197175693527304e-05,0.06000000000000001,0.0
0.799846922,0.05299762356824726,-0.00010791625740785225,0.04730779036484852,-0.00020983127845079815,0.08000000000000002,0.0
0.999858534,0.07690571389909116,-0.00011022176614608345,0.06825354974765492,-0.000430574213839319,0.1,0.0
1.200103486,0.09692054858166385,-3.4744538187774455e-05,0.09040438621397166,-0.000653885817554754,0.12000000000000002,0.0
1.400117543,0.10973190162875292,2.885500066234133e-05,0.1118037674437716,-0.0008735685641323325,0.14,0.0
1.59984525,0.1372633981676438,7.209923214210518e-05,0.1268576271371823,-0.0009999760022386753,0.16000000000000003,0.0
1.79987425,0.15586094072157464,0.0002176086364544398,0.14429443894138244,-0.0010935752346467368,0.18000000000000002,0.0
1.999853384,0.1731054321930652,0.0003014189400915036,0.17051286918025982,-0.0012009602302515462,0.2,0.0
2.200004815,0.19172160019323278,0.000444904299313087,0.1818036927309313,-0.0012675421606503261,0.22000000000000003,0.0
2.400005599,0.21549279208281405,0.0005585025999475858,0.21206948235218265,-0.0014051860200704144,0.24000000000000005,0.0
2.599850706,0.22618711996683405,0.0005638961871273108,0.22815092025474198,-0.001566916405279442,0.26,0.0
2.799941582,0.2547181725358917,0.0007721989307192175,0.25088113384901717,-0.0017368131390544323,0.28,0.0
2.999946484,0.2713087078556026,0.001100035995645363,0.2613998799129105,-0.0017374422153013933,0.30000000000000004,0.0
3.199822809,0.2940585828313475,0.0015067256482331776,0.2902177341910552,-0.001697758576978671,0.32000000000000006,0.0
3.399937501,0.31619000894507954,0.001903713655670723,0.30835160710611587,-0.0017598680502285617,0.3400000000000001,0.0
3.600006305,0.3324916918454932,0.002122885108537485,0.32365885881974565,-0.0018347470198008511,0.36000000000000004,0.0
3.800012322,0.3553375707846193,0.0025571490773201606,0.34557760238509855,-0.002041222998291334,0.38000000000000006,0.0
3.999968891,0.37122184070042324,0.0028042600542229905,0.3657662236793625,-0.002168882223247871,0.4,0.0
4.199984964,0.39197721730698865,0.003181996088159798,0.38529931752019053,-0.002315462297769047,0.42000000000000004,0.0
4.400038752,0.4133969770143649,0.003575903146176816,0.41023327338474347,-0.0024425397473833393,0.44000000000000006,0.0
4.600095052,0.43445288171696067,0.003977495367522697,0.4321207826482297,-0.002537118205708439,0.4600000000000001,0.0
4.799939872,0.45480351326375884,0.00438976578439865,0.4515618467438819,-0.0025958785667502663,0.4800000000000001,0.0
4.999980527,0.4745404391905922,0.00472719562244885,0.47066396219106,-0.002714822992687693,0.5,0.0
5.199982629,0.4940910801976306,0.005007740794909272,0.4880889425581844,-0.002838920626388977,0.52,0.0
5.400061137,0.5108517984789485,0.005237463982424352,0.5087169581885254,-0.0030178185786938878,0.54,0.0
5.599981314,0.5307197708747668,0.005447179746167798,0.5131129994668575,-0.0030631621335050875,0.56,0.0
5.799978106,0.5533955557478453,0.005670328405074163,0.5499755466688468,-0.003561737344817139,0.5800000000000001,0.0
5.999966656,0.5720095738493127,0.005981076216427259,0.5705850686009587,-0.0038135086657238295,0.6000000000000001,0.0
6.200165497,0.5960488634532493,0.006589614656302388,0.5755558022825473,-0.0038634502520037374,0.6200000000000001,0.0
6.399920988,0.6173404718498884,0.0069759777847552,0.6090373868727876,-0.004132978228304068,0.6400000000000001,0.0
6.599968343,0.6360721107936836,0.007173409843269831,0.6325645705940405,-0.004293566269918268,0.6600000000000001,0.0
6.799956541,0.6573949109231959,0.007282794086356589,0.6518918732396634,-0.004511461542036785,0.6800000000000002,0.0
6.999980148,0.6765629461951117,0.007251891215769436,0.6738378531360909,-0.004839127401809589,0.7000000000000001,0.0
7.200111101,0.6981331817381368,0.007287644663520441,0.6904364905958107,-0.005259551856541665,0.7200000000000001,0.0
7.399916036,0.7147286039610427,0.00733294011348929,0.710972899831565,-0.0057983613384121144,0.7400000000000001,0.0
7.599999356,0.7349585195359551,0.007299104963909933,0.7292921052178231,-0.006295293482658952,0.7600000000000001,0.0
7.800088332,0.7543037132093583,0.007334595386226293,0.7528630685135798,-0.006887762931596374,0.7800000000000001,0.0
8.000011086,0.7780769321428788,0.007499814609476137,0.7649376826124544,-0.007173326365295431,0.8,0.0
8.199967992,0.7966958718704469,0.0075909980913085,0.78754407205143,-0.007642190918323015,0.8200000000000002,0.0
8.40000738,0.8138554159132305,0.007656746872773706,0.8086887527550832,-0.008147826405015593,0.8400000000000001,0.0
8.600025116,0.8138554159132305,0.007656746872773706,0.8180122613979611,-0.008372781747267676,0.86,0.0
8.799959531,0.8576605733622822,0.007983321175552041,0.8490485817512119,-0.009009536651259361,0.8800000000000001,0.0
8.999953031,0.8716668711128532,0.008116175846930578,0.8703121057567076,-0.009392061146689256,0.9,0.0
9.199972721,0.8953720378842557,0.008293339533678952,0.8887069559873451,-0.009627897656748567,0.9200000000000002,0.0
9.400014482,0.905309827417153,0.008348424066312808,0.9043684698332121,-0.009894979907804686,0.9400000000000001,0.0
9.599905313,0.9377316580233618,0.008421200315032159,0.923307015959858,-0.01027733177100102,0.9600000000000002,0.0
9.800040029,0.9557183103476494,0.008435057625765184,0.9475170205150373,-0.010915675943382027,0.9800000000000001,0.0
