time,left_wheel_vel,right_wheel_vel
0.199836405,61.37199998207036,60.45600331247995
0.399838617,59.5400020894301,58.62400086638024
0.599830282,58.62400086638024,59.5400020894301
0.799875024,62.28799665166078,59.5400020894301
0.999863054,57.70799964333038,59.5400020894301
1.199841026,58.62400086638024,61.37199998207036
1.399852872,59.5400020894301,58.62400086638024
1.599834197,58.62400086638024,60.45600331247995
1.799883545,61.37199998207036,59.5400020894301
1.999839582,56.79199842028053,59.5400020894301
2.19985352,60.45600331247995,63.20399787471063
2.399865292,61.37199998207036,59.5400020894301
2.599868124,59.5400020894301,59.5400020894301
2.799874026,58.62400086638024,59.5400020894301
2.999837324,55.87599719723067,57.70799964333038
3.199771497,60.45600331247995,61.37199998207036
3.399867635,59.5400020894301,58.62400086638024
3.599834774,60.45600331247995,59.5400020894301
3.799839135,57.70799964333038,56.79199842028053
3.999861725,56.79199842028053,57.70799964333038
4.199768028,61.37199998207036,61.37199998207036
4.399824421,59.5400020894301,58.62400086638024
4.599767461,59.5400020894301,60.45600331247995
4.799797101,62.28799665166078,59.5400020894301
4.999856006,56.79199842028053,58.62400086638024
5.199901011,59.5400020894301,61.37199998207036
5.399881831,59.5400020894301,57.70799964333038
5.599763964,58.62400086638024,60.45600331247995
5.799723968,60.45600331247995,59.5400020894301
5.999790621,55.87599719723067,59.5400020894301
6.199786383,61.37199998207036,61.37199998207036
6.399848427,58.62400086638024,58.62400086638024
6.599762963,60.45600331247995,58.62400086638024
6.799891283,61.37199998207036,59.5400020894301
6.999798132,55.87599719723067,58.62400086638024
7.199782786,60.45600331247995,60.45600331247995
7.399829181,60.45600331247995,59.5400020894301
7.599789809,59.5400020894301,59.5400020894301
7.799761469,63.20399787471063,57.70799964333038
7.999832304,59.5400020894301,59.5400020894301
8.199835672,60.45600331247995,62.28799665166078
8.399862018,60.45600331247995,57.70799964333038
8.599854071,59.5400020894301,58.62400086638024
8.799782215,59.5400020894301,59.5400020894301
8.999861428,57.70799964333038,57.70799964333038
9.199840278,60.45600331247995,57.70799964333038
9.399842454,60.45600331247995,57.70799964333038
9.599835761,59.5400020894301,57.70799964333038
9.799715151,61.37199998207036,59.5400020894301
9.999820272,55.87599719723067,60.45600331247995
10.199834876,61.37199998207036,60.45600331247995
10.399834325,57.70799964333038,57.70799964333038
10.5997559,59.5400020894301,59.5400020894301
10.800023191,60.45600331247995,59.5400020894301
10.999711907,57.70799964333038,56.79199842028053
11.199720502,61.37199998207036,58.62400086638024
11.399715407,58.62400086638024,57.70799964333038
11.59977352,58.62400086638024,58.62400086638024
11.799872068,60.45600331247995,60.45600331247995
11.999850766,57.70799964333038,57.70799964333038
12.199873954,61.37199998207036,60.45600331247995
12.399771495,57.70799964333038,58.62400086638024
12.599747539,60.45600331247995,59.5400020894301
12.799837633,58.62400086638024,58.62400086638024
12.999777075,58.62400086638024,57.70799964333038
13.199837904,63.20399787471063,60.45600331247995
13.399823722,58.62400086638024,57.70799964333038
13.599835522,59.5400020894301,58.62400086638024
13.799784809,57.70799964333038,58.62400086638024
13.999835787,61.37199998207036,59.5400020894301
14.199722634,60.45600331247995,56.79199842028053
14.399879144,57.70799964333038,57.70799964333038
14.59973561,58.62400086638024,57.70799964333038
14.799843785,58.62400086638024,59.5400020894301
14.999839024,61.37199998207036,59.5400020894301
15.199863946,62.28799665166078,57.70799964333038
15.399882443,58.62400086638024,57.70799964333038
15.599839688,58.62400086638024,59.5400020894301
15.799769761,57.70799964333038,57.70799964333038
15.999862497,60.45600331247995,61.37199998207036
16.199770429,62.28799665166078,58.62400086638024
16.399852688,59.5400020894301,58.62400086638024
16.599791212,56.79199842028053,59.5400020894301
16.79980153,59.5400020894301,58.62400086638024
16.999817365,61.37199998207036,60.45600331247995
17.199719078,61.37199998207036,59.5400020894301
17.399820051,57.70799964333038,57.70799964333038
17.599789022,58.62400086638024,58.62400086638024
17.79979787,58.62400086638024,59.5400020894301
17.999879842,61.37199998207036,59.5400020894301
18.1996624,62.28799665166078,59.5400020894301
18.399832583,58.62400086638024,57.70799964333038
18.599715644,59.5400020894301,58.62400086638024
18.799718482,59.5400020894301,58.62400086638024
18.999861422,61.37199998207036,59.5400020894301
19.199710187,60.45600331247995,57.70799964333038
19.399721475,58.62400086638024,58.62400086638024
19.599709086,58.62400086638024,59.5400020894301
19.799842386,58.62400086638024,59.5400020894301
19.999901721,60.45600331247995,60.45600331247995
20.199774298,61.37199998207036,58.62400086638024
20.399721048,58.62400086638024,57.70799964333038
20.599725418,58.62400086638024,58.62400086638024
20.799710089,58.62400086638024,60.45600331247995
20.999821942,60.45600331247995,59.5400020894301
21.199779304,55.87599719723067,58.62400086638024
21.399833119,59.5400020894301,60.45600331247995
21.599892451,58.62400086638024,59.5400020894301
21.799792748,58.62400086638024,60.45600331247995
21.999833079,62.28799665166078,60.45600331247995
22.199803498,58.62400086638024,58.62400086638024
22.39986576,59.5400020894301,64.12000365121993
22.599806845,58.62400086638024,60.45600331247995
22.799839979,57.70799964333038,58.62400086638024
22.999800616,61.37199998207036,59.5400020894301
23.199814962,55.87599719723067,58.62400086638024
23.399820508,59.5400020894301,61.37199998207036
23.599827101,58.62400086638024,57.70799964333038
23.799770414,56.79199842028053,59.5400020894301
23.999757588,61.37199998207036,62.28799665166078
24.19982061,56.79199842028053,58.62400086638024
24.399939716,60.45600331247995,62.28799665166078
24.599746976,59.5400020894301,60.45600331247995
24.799926701,59.5400020894301,58.62400086638024
24.999819235,60.45600331247995,61.37199998207036
25.199756747,56.79199842028053,59.5400020894301
25.399907627,59.5400020894301,61.37199998207036
25.599717816,59.5400020894301,59.5400020894301
25.79990578,59.5400020894301,59.5400020894301
25.999837351,60.45600331247995,60.45600331247995
26.199794834,56.79199842028053,61.37199998207036
26.399841646,60.45600331247995,60.45600331247995
26.599720905,59.5400020894301,58.62400086638024
26.799717357,59.5400020894301,58.62400086638024
26.999853074,61.37199998207036,59.5400020894301
27.199802731,55.87599719723067,59.5400020894301
27.399827259,58.62400086638024,62.28799665166078
27.599706306,61.37199998207036,59.5400020894301
27.799884903,59.5400020894301,59.5400020894301
27.999695709,60.45600331247995,60.45600331247995
28.199733643,54.96000052764026,58.62400086638024
28.399894361,60.45600331247995,61.37199998207036
28.599724793,58.62400086638024,59.5400020894301
28.799712367,59.5400020894301,59.5400020894301
28.999736609,61.37199998207036,59.5400020894301
29.199794235,55.87599719723067,58.62400086638024
29.399832374,60.45600331247995,60.45600331247995
29.599853752,59.5400020894301,59.5400020894301
29.79992702,60.45600331247995,59.5400020894301
29.999841046,61.37199998207036,59.5400020894301
30.199827848,55.87599719723067,59.5400020894301
30.399901394,60.45600331247995,61.37199998207036
30.599822335,59.5400020894301,59.5400020894301
30.799808505,59.5400020894301,60.45600331247995
30.99969934,61.37199998207036,60.45600331247995
31.199650728,54.96000052764026,57.70799964333038
31.3997161,61.37199998207036,62.28799665166078
31.599855643,58.62400086638024,58.62400086638024
31.79989964,60.45600331247995,58.62400086638024
31.999771264,62.28799665166078,59.5400020894301
32.199800453,56.79199842028053,60.45600331247995
32.399864284,60.45600331247995,61.37199998207036
32.599796881,60.45600331247995,58.62400086638024
32.799809165,60.45600331247995,59.5400020894301
32.999864052,59.5400020894301,57.70799964333038
33.199840437,55.87599719723067,59.5400020894301
33.399822269,60.45600331247995,60.45600331247995
33.599860185,60.45600331247995,57.70799964333038
33.799714132,59.5400020894301,58.62400086638024
33.999720196,60.45600331247995,57.70799964333038
34.199712012,56.79199842028053,58.62400086638024
34.400218916,60.45600331247995,59.5400020894301
34.599829043,58.62400086638024,56.79199842028053
34.799720632,57.70799964333038,59.5400020894301
34.999845564,59.5400020894301,58.62400086638024
35.199691685,55.87599719723067,60.45600331247995
35.39978442,62.28799665166078,59.5400020894301
35.599761216,59.5400020894301,57.70799964333038
35.799712307,58.62400086638024,59.5400020894301
35.999751329,58.62400086638024,58.62400086638024
36.199724001,58.62400086638024,58.62400086638024
36.399770986,60.45600331247995,60.45600331247995
36.59970238,57.70799964333038,59.5400020894301
36.799709621,60.45600331247995,58.62400086638024
36.999718677,59.5400020894301,58.62400086638024
37.199726826,58.62400086638024,58.62400086638024
37.399946387,62.28799665166078,57.70799964333038
37.59980144,59.5400020894301,58.62400086638024
37.799836615,58.62400086638024,56.79199842028053
37.999716319,57.70799964333038,57.70799964333038
38.199834535,58.62400086638024,59.5400020894301
38.39972297,62.28799665166078,59.5400020894301
38.599826938,59.5400020894301,57.70799964333038
38.799912954,59.5400020894301,58.62400086638024
38.999828484,58.62400086638024,58.62400086638024
39.199821189,60.45600331247995,60.45600331247995
39.399807051,63.20399787471063,59.5400020894301
39.599833071,59.5400020894301,57.70799964333038
39.799837787,58.62400086638024,59.5400020894301
39.99983433,58.62400086638024,59.5400020894301
40.19985902,60.45600331247995,61.37199998207036
40.399831049,61.37199998207036,57.70799964333038
