time,wheel_odom_x,wheel_odom_y,odom_filter_x,odom_filter_y,true_x,true_y
-2.0112e-05,-0.009345772296433914,0.0013755138893391558,-0.00030356850416983825,9.139380613406039e-07,0.0,0.0
0.199982322,-0.009345772296433914,0.0013755138893391558,-0.0003035681851498194,9.139378255556238e-07,0.020000000000000004,0.0
0.399872203,0.013841960392385461,0.003985245980735767,0.013933612459230636,-4.761260836988392e-06,0.04000000000000001,0.0
0.599950677,0.03100691672744123,0.005848177949373485,0.03689185500186651,-0.0001413133201659044,0.06000000000000001,0.0
0.799812386,0.04103117091090855,0.006952566484650411,0.059516210810985376,-0.00014827319386185038,0.08000000000000002,0.0
0.999959507,0.07505309363071747,0.010595273188080831,0.08018323611189396,-0.00015866581120015888,0.1,0.0
1.200045663,0.09067491659012424,0.01250315349892442,0.0996800436448139,-3.032541702355495e-05,0.12000000000000002,0.0
1.39992973,0.11135710430118131,0.014910431163638719,0.11184471418814065,-1.0749125424283405e-05,0.14,0.0
1.600042754,0.13211704187362322,0.01738939324025514,0.1327114680143788,1.7848847840709768e-05,0.16000000000000003,0.0
1.799802974,0.15292433870901698,0.01982958123049804,0.15194449437581314,3.626219219707736e-05,0.18000000000000002,0.0
1.999876751,0.17356250347321941,0.02219838950437624,0.17442075854777475,0.00010235051760169087,0.2,0.0
2.199985026,0.19513786299827848,0.02463613576466147,0.19236141707342458,5.775889434829706e-05,0.22000000000000003,0.0
2.400346387,0.21238308158233488,0.02658137267038982,0.20609412147375258,3.8336634019249686e-05,0.24000000000000005,0.0
2.6000857,0.2301236683895676,0.028626309509913992,0.22938206918397167,-1.6858935660323804e-06,0.26,0.0
2.799847079,0.24730547585762036,0.030633891228544773,0.25300695571981263,8.582985391315567e-06,0.28,0.0
3.00016155,0.2694580311107831,0.03321005651129831,0.2675839672966958,2.3844248143105985e-05,0.30000000000000004,0.0
3.200361213,0.29134469723537476,0.035647304961974324,0.29245233852012137,-1.4337731654898113e-06,0.32000000000000006,0.0
3.400298085,0.30814261358933137,0.03741429523720741,0.3138966260726048,-0.00017627764869819905,0.3400000000000001,0.0
3.599971088,0.33205678756904417,0.03993259628692621,0.3332785402764793,-0.00042241739225498746,0.36000000000000004,0.0
3.799966449,0.3545160358442223,0.042352498000734005,0.3527050389821783,-0.0006754750989012916,0.38000000000000006,0.0
3.999900984,0.3743135452773254,0.04444459497060597,0.3682365526103692,-0.0008980686754579547,0.4,0.0
4.199970509,0.38352313490593687,0.04540740445629592,0.39070492044579197,-0.0012191777250793567,0.42000000000000004,0.0
4.399881148,0.40961131465824696,0.04812112810812154,0.40924954101420513,-0.0014380939217705426,0.44000000000000006,0.0
4.599797692,0.4328579764703511,0.050582074765065085,0.43425497127407653,-0.001719360574521982,0.4600000000000001,0.0
4.799900276,0.4548933362403122,0.05299478055179641,0.4460596855874549,-0.001831714797680883,0.4800000000000001,0.0
5.000359089,0.4548933362403122,0.05299478055179641,0.4627036284457338,-0.0019726013703762492,0.5,0.0
5.199902923,0.4934074360037833,0.05707325639894888,0.4959336228647543,-0.0020818651753876094,0.52,0.0
5.400065338,0.513473006577695,0.05926327576293225,0.5161954915746516,-0.0021883741202922903,0.54,0.0
5.599936856,0.5339117035896201,0.061457134474735796,0.5322897853752858,-0.002305220489642737,0.56,0.0
5.799989388,0.5540267547800483,0.06360060947606139,0.5542861430037536,-0.002438163550110003,0.5800000000000001,0.0
5.999807273,0.5715519798185817,0.06541584137877056,0.57471609689658,-0.002560478482564323,0.6000000000000001,0.0
6.199784242,0.593740072020746,0.06776563073757984,0.6023583384705126,-0.0027518627456748043,0.6200000000000001,0.0
6.399995623,0.6100376088306959,0.06952315590496748,0.6220909397238448,-0.0027761057838500782,0.6400000000000001,0.0
6.600329323,0.6292855481362907,0.07164284511770226,0.6356690502742045,-0.0027538653632555605,0.6600000000000001,0.0
6.799942111,0.651656429418602,0.07411559509613658,0.6558551928511255,-0.0027005299736852237,0.6800000000000002,0.0
6.999844856,0.6732936171966473,0.07655270888824202,0.6735557166181461,-0.0026014961384265654,0.7000000000000001,0.0
7.20004964,0.6897311975385925,0.07841092116037558,0.6911173448424888,-0.002498142718404068,0.7200000000000001,0.0
7.400102778,0.7115152873758129,0.08081308879946038,0.7170589233580736,-0.0023827207718110192,0.7400000000000001,0.0
7.599803631,0.7325457720994542,0.08313733980986097,0.7426471873750448,-0.00229660405400186,0.7600000000000001,0.0
7.800005764,0.7369477829189697,0.0836394199814933,0.7482753363854291,-0.0022928759364294737,0.7800000000000001,0.0
7.999980861,0.7675132578504014,0.08710023945973483,0.7793861629237112,-0.0022981150019451817,0.8,0.0
8.200321757,0.790054550629667,0.08975882619389693,0.8024278269716969,-0.002206870527324854,0.8200000000000002,0.0
8.39991244,0.8128752616231785,0.0924450936876458,0.815464962267715,-0.0022323191436132805,0.8400000000000001,0.0
8.60013929,0.8287953844114526,0.09434893937673895,0.8428512040602089,-0.00225688730614888,0.86,0.0
8.8000685,0.8469276674324547,0.09659393841637798,0.8550343748989261,-0.002248319765639647,0.8800000000000001,0.0
8.999913628,0.8684834376365366,0.09928690623971377,0.8699508723827577,-0.0022068508487758736,0.9,0.0
9.200031046,0.883626363350324,0.10117160563722974,0.8862266528339592,-0.0021790861690295896,0.9200000000000002,0.0
9.399875708,0.8934612629430647,0.10241142197746743,0.9060148474753299,-0.0021184699032984087,0.9400000000000001,0.0
9.599878653,0.9262833645035499,0.10683937566113025,0.9356740036155051,-0.001966668316355424,0.9600000000000002,0.0
